name,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Family Affair - Single Version,Sly & The Family Stone,spotify:track:4giMtHtyzzIu1jcCANNSRp,0.82,0.57,7,-14.226,0,0.135,0.665,0.011,0.154,0.787,108.41,audio_features,4giMtHtyzzIu1jcCANNSRp,spotify:track:4giMtHtyzzIu1jcCANNSRp,https://api.spotify.com/v1/tracks/4giMtHtyzzIu1jcCANNSRp,https://api.spotify.com/v1/audio-analysis/4giMtHtyzzIu1jcCANNSRp,185400,4
Balança Pema,Jorge Ben Jor,spotify:track:66RIclagulRfGj8Ob5GkCj,0.61,0.233,4,-13.503,0,0.0416,0.661,0.0,0.165,0.917,91.027,audio_features,66RIclagulRfGj8Ob5GkCj,spotify:track:66RIclagulRfGj8Ob5GkCj,https://api.spotify.com/v1/tracks/66RIclagulRfGj8Ob5GkCj,https://api.spotify.com/v1/audio-analysis/66RIclagulRfGj8Ob5GkCj,89507,5
Better Than,John Butler Trio,spotify:track:04y7iJXobJhXuxLhC91LAd,0.64,0.817,7,-5.636,1,0.0254,0.0284,9.81e-05,0.189,0.772,108.185,audio_features,04y7iJXobJhXuxLhC91LAd,spotify:track:04y7iJXobJhXuxLhC91LAd,https://api.spotify.com/v1/tracks/04y7iJXobJhXuxLhC91LAd,https://api.spotify.com/v1/audio-analysis/04y7iJXobJhXuxLhC91LAd,207600,4
Blues for Rosann,Balthazar,spotify:track:38OfGJAxrejii61zQaLxvk,0.628,0.77,2,-6.501,0,0.0403,0.0246,0.000245,0.363,0.619,122.915,audio_features,38OfGJAxrejii61zQaLxvk,spotify:track:38OfGJAxrejii61zQaLxvk,https://api.spotify.com/v1/tracks/38OfGJAxrejii61zQaLxvk,https://api.spotify.com/v1/audio-analysis/38OfGJAxrejii61zQaLxvk,299000,4
The Black God,SpaceGhostPurrp,spotify:track:0KFBxlXspZ6S3xmaBwamFx,0.714,0.639,6,-11.392,1,0.299,0.494,0.00625,0.16,0.262,145.981,audio_features,0KFBxlXspZ6S3xmaBwamFx,spotify:track:0KFBxlXspZ6S3xmaBwamFx,https://api.spotify.com/v1/tracks/0KFBxlXspZ6S3xmaBwamFx,https://api.spotify.com/v1/audio-analysis/0KFBxlXspZ6S3xmaBwamFx,214440,4
This Old Dark Machine,James Vincent McMorrow,spotify:track:6uv96GzEyeIJjuPNG1mch2,0.568,0.622,7,-7.592,0,0.0364,0.672,0.00045,0.242,0.687,131.042,audio_features,6uv96GzEyeIJjuPNG1mch2,spotify:track:6uv96GzEyeIJjuPNG1mch2,https://api.spotify.com/v1/tracks/6uv96GzEyeIJjuPNG1mch2,https://api.spotify.com/v1/audio-analysis/6uv96GzEyeIJjuPNG1mch2,254539,4
Don't Let Me Down,Marcia Griffiths,spotify:track:7F7INLMDQ1xYE8QDRtQeCQ,0.7,0.745,4,-7.879,1,0.045,0.0131,0.463,0.182,0.848,157.415,audio_features,7F7INLMDQ1xYE8QDRtQeCQ,spotify:track:7F7INLMDQ1xYE8QDRtQeCQ,https://api.spotify.com/v1/tracks/7F7INLMDQ1xYE8QDRtQeCQ,https://api.spotify.com/v1/audio-analysis/7F7INLMDQ1xYE8QDRtQeCQ,202680,4
The Valley Town,Elliot Brood,spotify:track:45WREZxLq6pbjyFvqycVSQ,0.642,0.88,1,-7.093,0,0.0415,0.848,0.011,0.106,0.332,109.899,audio_features,45WREZxLq6pbjyFvqycVSQ,spotify:track:45WREZxLq6pbjyFvqycVSQ,https://api.spotify.com/v1/tracks/45WREZxLq6pbjyFvqycVSQ,https://api.spotify.com/v1/audio-analysis/45WREZxLq6pbjyFvqycVSQ,220640,4
I've Been Life,Cody Chesnutt,spotify:track:4JrkxiFUXjAoPIs2bZcepc,0.662,0.911,10,-4.715,0,0.0932,0.0136,0.000189,0.29,0.961,104.113,audio_features,4JrkxiFUXjAoPIs2bZcepc,spotify:track:4JrkxiFUXjAoPIs2bZcepc,https://api.spotify.com/v1/tracks/4JrkxiFUXjAoPIs2bZcepc,https://api.spotify.com/v1/audio-analysis/4JrkxiFUXjAoPIs2bZcepc,279693,4
Do The Dance,Barrington Levy,spotify:track:0pJyPgLJF3tcW2ysP0WUFV,0.752,0.537,0,-9.398,1,0.049,0.0247,0.000169,0.102,0.391,137.425,audio_features,0pJyPgLJF3tcW2ysP0WUFV,spotify:track:0pJyPgLJF3tcW2ysP0WUFV,https://api.spotify.com/v1/tracks/0pJyPgLJF3tcW2ysP0WUFV,https://api.spotify.com/v1/audio-analysis/0pJyPgLJF3tcW2ysP0WUFV,194933,4
Bad Moon Rising - Remastered 1985,Creedence Clearwater Revival,spotify:track:0bYeDmixYDEMGorKmiw1ru,0.63,0.731,2,-7.772,1,0.0279,0.0105,2.59e-06,0.0683,0.905,89.649,audio_features,0bYeDmixYDEMGorKmiw1ru,spotify:track:0bYeDmixYDEMGorKmiw1ru,https://api.spotify.com/v1/tracks/0bYeDmixYDEMGorKmiw1ru,https://api.spotify.com/v1/audio-analysis/0bYeDmixYDEMGorKmiw1ru,140067,4
All I Want Is You,Barry Louis Polisar,spotify:track:5sIBOrRLBI6ypREdEPj2wQ,0.557,0.407,7,-11.361,1,0.0457,0.402,0.0,0.0638,0.793,180.919,audio_features,5sIBOrRLBI6ypREdEPj2wQ,spotify:track:5sIBOrRLBI6ypREdEPj2wQ,https://api.spotify.com/v1/tracks/5sIBOrRLBI6ypREdEPj2wQ,https://api.spotify.com/v1/audio-analysis/5sIBOrRLBI6ypREdEPj2wQ,157587,4
Unbelievable,The BossHoss,spotify:track:3JKMy0mTRamsZq5JqDmexe,0.622,0.892,4,-4.002,0,0.032,0.284,0.0,0.318,0.873,109.974,audio_features,3JKMy0mTRamsZq5JqDmexe,spotify:track:3JKMy0mTRamsZq5JqDmexe,https://api.spotify.com/v1/tracks/3JKMy0mTRamsZq5JqDmexe,https://api.spotify.com/v1/audio-analysis/3JKMy0mTRamsZq5JqDmexe,210813,4
Spanish Grease,Willie Bobo,spotify:track:42cQZSBKoHQkolDkELTMTe,0.796,0.57,3,-10.723,1,0.0353,0.305,5.05e-06,0.202,0.889,127.33,audio_features,42cQZSBKoHQkolDkELTMTe,spotify:track:42cQZSBKoHQkolDkELTMTe,https://api.spotify.com/v1/tracks/42cQZSBKoHQkolDkELTMTe,https://api.spotify.com/v1/audio-analysis/42cQZSBKoHQkolDkELTMTe,168467,4
Trojans - EP Version,Atlas Genius,spotify:track:1jDi9BJdUCEpyYkdS9Yx8J,0.713,0.822,7,-4.675,1,0.0375,0.0182,3.21e-05,0.0979,0.56,139.991,audio_features,1jDi9BJdUCEpyYkdS9Yx8J,spotify:track:1jDi9BJdUCEpyYkdS9Yx8J,https://api.spotify.com/v1/tracks/1jDi9BJdUCEpyYkdS9Yx8J,https://api.spotify.com/v1/audio-analysis/1jDi9BJdUCEpyYkdS9Yx8J,216227,4
I'm Yours,Jason Mraz,spotify:track:03yc0G2OoH1Eeyu7Piy8fK,0.693,0.43,11,-9.395,1,0.0442,0.565,0.0,0.0928,0.731,151.001,audio_features,03yc0G2OoH1Eeyu7Piy8fK,spotify:track:03yc0G2OoH1Eeyu7Piy8fK,https://api.spotify.com/v1/tracks/03yc0G2OoH1Eeyu7Piy8fK,https://api.spotify.com/v1/audio-analysis/03yc0G2OoH1Eeyu7Piy8fK,243494,4
I Ain't Running,Sticky Fingers,spotify:track:1T9E6jqWMgxcHKWQZ2peiA,0.613,0.352,6,-8.654,0,0.0317,0.866,1.94e-06,0.368,0.314,117.786,audio_features,1T9E6jqWMgxcHKWQZ2peiA,spotify:track:1T9E6jqWMgxcHKWQZ2peiA,https://api.spotify.com/v1/tracks/1T9E6jqWMgxcHKWQZ2peiA,https://api.spotify.com/v1/audio-analysis/1T9E6jqWMgxcHKWQZ2peiA,206973,4
When The Night Feels My Song,Bedouin Soundclash,spotify:track:1WObfWCNgiuvcoOsbGSs5Q,0.938,0.531,9,-8.268,1,0.0562,0.273,1.08e-06,0.044,0.695,109.197,audio_features,1WObfWCNgiuvcoOsbGSs5Q,spotify:track:1WObfWCNgiuvcoOsbGSs5Q,https://api.spotify.com/v1/tracks/1WObfWCNgiuvcoOsbGSs5Q,https://api.spotify.com/v1/audio-analysis/1WObfWCNgiuvcoOsbGSs5Q,189360,4
Excuses,The Morning Benders,spotify:track:2ARB3fKvRkMGhAtZuTnE5J,0.438,0.806,5,-5.717,1,0.0395,0.365,0.0551,0.237,0.489,96.156,audio_features,2ARB3fKvRkMGhAtZuTnE5J,spotify:track:2ARB3fKvRkMGhAtZuTnE5J,https://api.spotify.com/v1/tracks/2ARB3fKvRkMGhAtZuTnE5J,https://api.spotify.com/v1/audio-analysis/2ARB3fKvRkMGhAtZuTnE5J,317427,3
Papa Was A Rollin' Stone,The Temptations,spotify:track:6QQXyDYHZ66LWbDbwPfOae,0.852,0.297,10,-17.133,0,0.152,0.4,0.304,0.0657,0.699,121.202,audio_features,6QQXyDYHZ66LWbDbwPfOae,spotify:track:6QQXyDYHZ66LWbDbwPfOae,https://api.spotify.com/v1/tracks/6QQXyDYHZ66LWbDbwPfOae,https://api.spotify.com/v1/audio-analysis/6QQXyDYHZ66LWbDbwPfOae,706133,4
Chuck E's in Love,Rickie Lee Jones,spotify:track:3Z7mFVDy2izZNCvUWGy13Z,0.797,0.398,9,-10.789,1,0.0664,0.288,0.0,0.104,0.75,113.204,audio_features,3Z7mFVDy2izZNCvUWGy13Z,spotify:track:3Z7mFVDy2izZNCvUWGy13Z,https://api.spotify.com/v1/tracks/3Z7mFVDy2izZNCvUWGy13Z,https://api.spotify.com/v1/audio-analysis/3Z7mFVDy2izZNCvUWGy13Z,209613,4
Bed Peace,Jhené Aiko,spotify:track:735Kqll7RaPGFkUUgSie3q,0.733,0.572,6,-7.795,1,0.0459,0.293,3.5e-05,0.115,0.297,120.021,audio_features,735Kqll7RaPGFkUUgSie3q,spotify:track:735Kqll7RaPGFkUUgSie3q,https://api.spotify.com/v1/tracks/735Kqll7RaPGFkUUgSie3q,https://api.spotify.com/v1/audio-analysis/735Kqll7RaPGFkUUgSie3q,256613,4
Mash Down Babylon,The Slackers,spotify:track:1KRvg0DTsJhsIP8dLiJ1A7,0.691,0.439,11,-7.992,1,0.0471,0.000126,0.00596,0.102,0.603,141.714,audio_features,1KRvg0DTsJhsIP8dLiJ1A7,spotify:track:1KRvg0DTsJhsIP8dLiJ1A7,https://api.spotify.com/v1/tracks/1KRvg0DTsJhsIP8dLiJ1A7,https://api.spotify.com/v1/audio-analysis/1KRvg0DTsJhsIP8dLiJ1A7,249133,4
The Border,Gregory Isaacs,spotify:track:5FappS5UOLEkIuKkBQviHd,0.602,0.595,7,-12.199,1,0.0437,0.299,0.119,0.573,0.882,72.989,audio_features,5FappS5UOLEkIuKkBQviHd,spotify:track:5FappS5UOLEkIuKkBQviHd,https://api.spotify.com/v1/tracks/5FappS5UOLEkIuKkBQviHd,https://api.spotify.com/v1/audio-analysis/5FappS5UOLEkIuKkBQviHd,341293,4
Fuck You,Lily Allen,spotify:track:6ylAVPbjRQoNY0khgh63Jf,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,audio_features,6ylAVPbjRQoNY0khgh63Jf,spotify:track:6ylAVPbjRQoNY0khgh63Jf,https://api.spotify.com/v1/tracks/6ylAVPbjRQoNY0khgh63Jf,https://api.spotify.com/v1/audio-analysis/6ylAVPbjRQoNY0khgh63Jf,219893,4
Sure Hope You Mean It,Raphael Saadiq,spotify:track:1yWC5n9Op9AioNE78907M2,0.689,0.762,0,-4.371,1,0.052,0.0126,0.0,0.213,0.645,103.092,audio_features,1yWC5n9Op9AioNE78907M2,spotify:track:1yWC5n9Op9AioNE78907M2,https://api.spotify.com/v1/tracks/1yWC5n9Op9AioNE78907M2,https://api.spotify.com/v1/audio-analysis/1yWC5n9Op9AioNE78907M2,220280,4
Holdin On,Flume,spotify:track:0drHw5L1Iv9lCj6o9SVRmA,0.664,0.423,8,-5.765,1,0.0581,0.204,0.0,0.164,0.241,89.982,audio_features,0drHw5L1Iv9lCj6o9SVRmA,spotify:track:0drHw5L1Iv9lCj6o9SVRmA,https://api.spotify.com/v1/tracks/0drHw5L1Iv9lCj6o9SVRmA,https://api.spotify.com/v1/audio-analysis/0drHw5L1Iv9lCj6o9SVRmA,154414,4
Middle,Jamie Woon,spotify:track:0nxJ04QFnPu4zSVPxg9UGt,0.795,0.625,10,-8.701,0,0.0639,0.375,7.7e-05,0.855,0.768,139.979,audio_features,0nxJ04QFnPu4zSVPxg9UGt,spotify:track:0nxJ04QFnPu4zSVPxg9UGt,https://api.spotify.com/v1/tracks/0nxJ04QFnPu4zSVPxg9UGt,https://api.spotify.com/v1/audio-analysis/0nxJ04QFnPu4zSVPxg9UGt,276271,4
When It Was Dark,Elli Ingram,spotify:track:3Gvxo4jBUR6vKaIlnTEu3K,0.633,0.725,2,-4.895,1,0.254,0.0265,1.59e-05,0.0937,0.685,159.955,audio_features,3Gvxo4jBUR6vKaIlnTEu3K,spotify:track:3Gvxo4jBUR6vKaIlnTEu3K,https://api.spotify.com/v1/tracks/3Gvxo4jBUR6vKaIlnTEu3K,https://api.spotify.com/v1/audio-analysis/3Gvxo4jBUR6vKaIlnTEu3K,207804,4
Walk Like An Egyptian,The Puppini Sisters,spotify:track:2rEFF3IxWfx26B9QzRUCXj,0.762,0.635,4,-8.231,1,0.105,0.245,7.57e-06,0.17,0.379,109.907,audio_features,2rEFF3IxWfx26B9QzRUCXj,spotify:track:2rEFF3IxWfx26B9QzRUCXj,https://api.spotify.com/v1/tracks/2rEFF3IxWfx26B9QzRUCXj,https://api.spotify.com/v1/audio-analysis/2rEFF3IxWfx26B9QzRUCXj,162453,4
The End of That,Plants and Animals,spotify:track:56wCB2KMOJhvIqIrY1fNm1,0.668,0.682,5,-7.539,1,0.0376,0.134,2.75e-06,0.0978,0.744,121.554,audio_features,56wCB2KMOJhvIqIrY1fNm1,spotify:track:56wCB2KMOJhvIqIrY1fNm1,https://api.spotify.com/v1/tracks/56wCB2KMOJhvIqIrY1fNm1,https://api.spotify.com/v1/audio-analysis/56wCB2KMOJhvIqIrY1fNm1,243998,4
I Can't Go For That,the bird and the bee,spotify:track:7hcK6QzD077MR15AyPJuYX,0.861,0.476,10,-8.317,0,0.0486,0.0254,0.00452,0.0369,0.91,113.977,audio_features,7hcK6QzD077MR15AyPJuYX,spotify:track:7hcK6QzD077MR15AyPJuYX,https://api.spotify.com/v1/tracks/7hcK6QzD077MR15AyPJuYX,https://api.spotify.com/v1/audio-analysis/7hcK6QzD077MR15AyPJuYX,216160,4
R U Mine?,Arctic Monkeys,spotify:track:6Sl4vxgAjIY8pVTa5idAx1,0.52,0.785,6,-4.765,0,0.0329,0.0468,0.0,0.698,0.679,96.996,audio_features,6Sl4vxgAjIY8pVTa5idAx1,spotify:track:6Sl4vxgAjIY8pVTa5idAx1,https://api.spotify.com/v1/tracks/6Sl4vxgAjIY8pVTa5idAx1,https://api.spotify.com/v1/audio-analysis/6Sl4vxgAjIY8pVTa5idAx1,200188,4
The Waiting,Phantom Four & The Arguido,spotify:track:6ev0Oi9fmbeeNuXAt4qv71,0.707,0.855,2,-5.539,0,0.0318,0.0356,0.0,0.121,0.825,129.967,audio_features,6ev0Oi9fmbeeNuXAt4qv71,spotify:track:6ev0Oi9fmbeeNuXAt4qv71,https://api.spotify.com/v1/tracks/6ev0Oi9fmbeeNuXAt4qv71,https://api.spotify.com/v1/audio-analysis/6ev0Oi9fmbeeNuXAt4qv71,232340,4
Green Grass,Bill Withers,spotify:track:3QwoEpCGxvofnVfd91NbST,0.854,0.439,10,-11.374,1,0.155,0.851,0.00448,0.119,0.732,144.229,audio_features,3QwoEpCGxvofnVfd91NbST,spotify:track:3QwoEpCGxvofnVfd91NbST,https://api.spotify.com/v1/tracks/3QwoEpCGxvofnVfd91NbST,https://api.spotify.com/v1/audio-analysis/3QwoEpCGxvofnVfd91NbST,187187,3
Singin' In The Rain,John Martyn,spotify:track:37zBh9TnNn4U9j96Ofq1Hn,0.599,0.181,5,-18.001,1,0.0379,0.903,0.422,0.105,0.463,73.48,audio_features,37zBh9TnNn4U9j96Ofq1Hn,spotify:track:37zBh9TnNn4U9j96Ofq1Hn,https://api.spotify.com/v1/tracks/37zBh9TnNn4U9j96Ofq1Hn,https://api.spotify.com/v1/audio-analysis/37zBh9TnNn4U9j96Ofq1Hn,89507,4
Jump In The Pool,Friendly Fires,spotify:track:4anehmsEuhkXRjm6HAocaj,0.419,0.924,9,-4.404,1,0.116,0.00883,0.0229,0.313,0.362,139.977,audio_features,4anehmsEuhkXRjm6HAocaj,spotify:track:4anehmsEuhkXRjm6HAocaj,https://api.spotify.com/v1/tracks/4anehmsEuhkXRjm6HAocaj,https://api.spotify.com/v1/audio-analysis/4anehmsEuhkXRjm6HAocaj,217040,4
Train Song,Watchhouse,spotify:track:2ApynePXsfJDeckmSgWrkd,0.496,0.338,11,-10.31,1,0.0326,0.937,0.00241,0.0799,0.434,166.427,audio_features,2ApynePXsfJDeckmSgWrkd,spotify:track:2ApynePXsfJDeckmSgWrkd,https://api.spotify.com/v1/tracks/2ApynePXsfJDeckmSgWrkd,https://api.spotify.com/v1/audio-analysis/2ApynePXsfJDeckmSgWrkd,122747,4
Stir It Up - Live At The Pavillon De Paris/1977,Bob Marley & The Wailers,spotify:track:1L1i2VAodFnVpHFUp4v6eK,0.669,0.824,9,-6.956,1,0.051,0.0949,5.03e-05,0.975,0.817,90.905,audio_features,1L1i2VAodFnVpHFUp4v6eK,spotify:track:1L1i2VAodFnVpHFUp4v6eK,https://api.spotify.com/v1/tracks/1L1i2VAodFnVpHFUp4v6eK,https://api.spotify.com/v1/audio-analysis/1L1i2VAodFnVpHFUp4v6eK,317027,4
Here Comes,Jay Shepheard,spotify:track:5LlWaSLebknJlznhhsdg3f,0.586,0.681,9,-6.73,0,0.0809,0.521,0.847,0.12,0.718,220.012,audio_features,5LlWaSLebknJlznhhsdg3f,spotify:track:5LlWaSLebknJlznhhsdg3f,https://api.spotify.com/v1/tracks/5LlWaSLebknJlznhhsdg3f,https://api.spotify.com/v1/audio-analysis/5LlWaSLebknJlznhhsdg3f,268364,4
Firestarter,Torre Florim,spotify:track:67mbvNgp8qmt4GHpZgN7Ze,0.453,0.628,2,-8.319,1,0.0427,0.349,0.123,0.246,0.396,80.074,audio_features,67mbvNgp8qmt4GHpZgN7Ze,spotify:track:67mbvNgp8qmt4GHpZgN7Ze,https://api.spotify.com/v1/tracks/67mbvNgp8qmt4GHpZgN7Ze,https://api.spotify.com/v1/audio-analysis/67mbvNgp8qmt4GHpZgN7Ze,216500,4
Down By The Water,The Decemberists,spotify:track:3Ow21VOaSF2K7TueGqlY25,0.491,0.798,4,-4.057,0,0.0363,0.000699,0.0,0.331,0.704,123.473,audio_features,3Ow21VOaSF2K7TueGqlY25,spotify:track:3Ow21VOaSF2K7TueGqlY25,https://api.spotify.com/v1/tracks/3Ow21VOaSF2K7TueGqlY25,https://api.spotify.com/v1/audio-analysis/3Ow21VOaSF2K7TueGqlY25,221853,4
Better People,Xavier Rudd,spotify:track:0pBW2h7OVhB1sYW68UHcr1,0.548,0.519,6,-7.943,1,0.0541,0.537,5.79e-06,0.082,0.493,118.454,audio_features,0pBW2h7OVhB1sYW68UHcr1,spotify:track:0pBW2h7OVhB1sYW68UHcr1,https://api.spotify.com/v1/tracks/0pBW2h7OVhB1sYW68UHcr1,https://api.spotify.com/v1/audio-analysis/0pBW2h7OVhB1sYW68UHcr1,186507,4
12 Bar,UB40,spotify:track:1MKYmzlK1GcWugRmruXWQj,0.763,0.489,0,-14.749,1,0.0893,0.000366,0.284,0.0419,0.967,138.64,audio_features,1MKYmzlK1GcWugRmruXWQj,spotify:track:1MKYmzlK1GcWugRmruXWQj,https://api.spotify.com/v1/tracks/1MKYmzlK1GcWugRmruXWQj,https://api.spotify.com/v1/audio-analysis/1MKYmzlK1GcWugRmruXWQj,264568,4
Seven Days in Sunny June,Jamiroquai,spotify:track:04hWLKwZKdwl1mZHafiphV,0.707,0.797,7,-7.143,1,0.0435,0.2,0.0,0.302,0.633,105.395,audio_features,04hWLKwZKdwl1mZHafiphV,spotify:track:04hWLKwZKdwl1mZHafiphV,https://api.spotify.com/v1/tracks/04hWLKwZKdwl1mZHafiphV,https://api.spotify.com/v1/audio-analysis/04hWLKwZKdwl1mZHafiphV,237867,4
No Woman No Cry,Bob Marley & The Wailers,spotify:track:2ftXrFRLlI9ULnwzde2hJK,0.9,0.377,0,-10.427,1,0.044,0.168,1.15e-05,0.136,0.546,98.589,audio_features,2ftXrFRLlI9ULnwzde2hJK,spotify:track:2ftXrFRLlI9ULnwzde2hJK,https://api.spotify.com/v1/tracks/2ftXrFRLlI9ULnwzde2hJK,https://api.spotify.com/v1/audio-analysis/2ftXrFRLlI9ULnwzde2hJK,226240,4
Gust of Wind,Pharrell Williams,spotify:track:1DylszI7qE7CB0yNugUxV6,0.751,0.732,5,-7.616,0,0.0517,0.101,4.46e-05,0.119,0.675,100.02,audio_features,1DylszI7qE7CB0yNugUxV6,spotify:track:1DylszI7qE7CB0yNugUxV6,https://api.spotify.com/v1/tracks/1DylszI7qE7CB0yNugUxV6,https://api.spotify.com/v1/audio-analysis/1DylszI7qE7CB0yNugUxV6,285627,4
Never Enough,Trixie Whitley,spotify:track:62BWMLYuaFZVbklMBZAd5U,0.738,0.667,0,-7.536,1,0.048,0.315,0.000538,0.0904,0.696,143.803,audio_features,62BWMLYuaFZVbklMBZAd5U,spotify:track:62BWMLYuaFZVbklMBZAd5U,https://api.spotify.com/v1/tracks/62BWMLYuaFZVbklMBZAd5U,https://api.spotify.com/v1/audio-analysis/62BWMLYuaFZVbklMBZAd5U,220982,4
"You're No Good [feat. Santigold, Vybz Kartel, Danielle Haim & Yasmin]",Major Lazer,spotify:track:6BAG9KffqyFNuJWiUNfnBU,0.619,0.912,1,-4.34,1,0.156,0.0412,2.15e-05,0.114,0.429,113.977,audio_features,6BAG9KffqyFNuJWiUNfnBU,spotify:track:6BAG9KffqyFNuJWiUNfnBU,https://api.spotify.com/v1/tracks/6BAG9KffqyFNuJWiUNfnBU,https://api.spotify.com/v1/audio-analysis/6BAG9KffqyFNuJWiUNfnBU,243973,4
Pump It Up,Elvis Costello & The Attractions,spotify:track:0OGijARU0Zx7RZMXBZTVBU,0.645,0.809,11,-6.12,1,0.0385,0.00921,0.00113,0.106,0.966,138.978,audio_features,0OGijARU0Zx7RZMXBZTVBU,spotify:track:0OGijARU0Zx7RZMXBZTVBU,https://api.spotify.com/v1/tracks/0OGijARU0Zx7RZMXBZTVBU,https://api.spotify.com/v1/audio-analysis/0OGijARU0Zx7RZMXBZTVBU,196680,4
Dark Eyes,Dawn Landes,spotify:track:1Y5ojCu5GD3M4MOQWsG1fy,0.668,0.19,11,-15.618,1,0.0308,0.892,2e-05,0.105,0.375,81.182,audio_features,1Y5ojCu5GD3M4MOQWsG1fy,spotify:track:1Y5ojCu5GD3M4MOQWsG1fy,https://api.spotify.com/v1/tracks/1Y5ojCu5GD3M4MOQWsG1fy,https://api.spotify.com/v1/audio-analysis/1Y5ojCu5GD3M4MOQWsG1fy,282261,4
Don't Mess Up A Good Thing,Fontella Bass,spotify:track:0fzUj9eECQ9yU4TKWe9Y3L,0.709,0.633,10,-6.74,0,0.0743,0.587,4.54e-06,0.109,0.929,175.16,audio_features,0fzUj9eECQ9yU4TKWe9Y3L,spotify:track:0fzUj9eECQ9yU4TKWe9Y3L,https://api.spotify.com/v1/tracks/0fzUj9eECQ9yU4TKWe9Y3L,https://api.spotify.com/v1/audio-analysis/0fzUj9eECQ9yU4TKWe9Y3L,173827,4
Say Hey (I Love You),Michael Franti & Spearhead,spotify:track:3hbUxLMIycaOXCGTm00qwz,0.74,0.982,5,-4.374,0,0.0913,0.0413,2.54e-06,0.178,0.945,93.013,audio_features,3hbUxLMIycaOXCGTm00qwz,spotify:track:3hbUxLMIycaOXCGTm00qwz,https://api.spotify.com/v1/tracks/3hbUxLMIycaOXCGTm00qwz,https://api.spotify.com/v1/audio-analysis/3hbUxLMIycaOXCGTm00qwz,235760,4
The Beach,The Superimposers,spotify:track:4WyWS1gMs8lnD8I8lP8eUB,0.673,0.661,2,-6.22,1,0.0278,0.34,0.0484,0.0971,0.573,107.972,audio_features,4WyWS1gMs8lnD8I8lP8eUB,spotify:track:4WyWS1gMs8lnD8I8lP8eUB,https://api.spotify.com/v1/tracks/4WyWS1gMs8lnD8I8lP8eUB,https://api.spotify.com/v1/audio-analysis/4WyWS1gMs8lnD8I8lP8eUB,223320,4
Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering,Joe South,spotify:track:49dCQGqLHLqlgTcnxqN5h6,0.631,0.536,9,-12.135,1,0.0279,0.403,0.836,0.132,0.8,111.596,audio_features,49dCQGqLHLqlgTcnxqN5h6,spotify:track:49dCQGqLHLqlgTcnxqN5h6,https://api.spotify.com/v1/tracks/49dCQGqLHLqlgTcnxqN5h6,https://api.spotify.com/v1/audio-analysis/49dCQGqLHLqlgTcnxqN5h6,248093,4
Brand New Key,Melanie,spotify:track:0SXwHSdLvXo6vc2vjAQ7X0,0.677,0.333,1,-10.071,1,0.0345,0.776,0.0,0.102,0.843,84.0,audio_features,0SXwHSdLvXo6vc2vjAQ7X0,spotify:track:0SXwHSdLvXo6vc2vjAQ7X0,https://api.spotify.com/v1/tracks/0SXwHSdLvXo6vc2vjAQ7X0,https://api.spotify.com/v1/audio-analysis/0SXwHSdLvXo6vc2vjAQ7X0,143493,4
Bright Sunny South,Sam Amidon,spotify:track:7mmRjQdw3roOQmPzBWWwFO,0.41,0.0933,0,-15.6,1,0.0333,0.963,0.0015,0.0933,0.33,160.824,audio_features,7mmRjQdw3roOQmPzBWWwFO,spotify:track:7mmRjQdw3roOQmPzBWWwFO,https://api.spotify.com/v1/tracks/7mmRjQdw3roOQmPzBWWwFO,https://api.spotify.com/v1/audio-analysis/7mmRjQdw3roOQmPzBWWwFO,264080,4
Fever,Susan Cadogan,spotify:track:6CYt46ad073TRhuCUbL6gf,0.942,0.524,0,-8.506,1,0.0584,0.238,0.000128,0.171,0.739,134.05,audio_features,6CYt46ad073TRhuCUbL6gf,spotify:track:6CYt46ad073TRhuCUbL6gf,https://api.spotify.com/v1/tracks/6CYt46ad073TRhuCUbL6gf,https://api.spotify.com/v1/audio-analysis/6CYt46ad073TRhuCUbL6gf,144453,4
Fever,La Lupe,spotify:track:4ZRVOmLJrL3s7W4CyzJTzP,0.427,0.565,0,-6.317,0,0.129,0.439,2.82e-06,0.1,0.776,76.344,audio_features,4ZRVOmLJrL3s7W4CyzJTzP,spotify:track:4ZRVOmLJrL3s7W4CyzJTzP,https://api.spotify.com/v1/tracks/4ZRVOmLJrL3s7W4CyzJTzP,https://api.spotify.com/v1/audio-analysis/4ZRVOmLJrL3s7W4CyzJTzP,165133,4
Cissy Strut,The Meters,spotify:track:7b8s4Z0abQQ4x4jpct4GjR,0.521,0.799,0,-11.993,1,0.097,0.106,0.732,0.332,0.709,175.921,audio_features,7b8s4Z0abQQ4x4jpct4GjR,spotify:track:7b8s4Z0abQQ4x4jpct4GjR,https://api.spotify.com/v1/tracks/7b8s4Z0abQQ4x4jpct4GjR,https://api.spotify.com/v1/audio-analysis/7b8s4Z0abQQ4x4jpct4GjR,185227,4
