name,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Room Service,Fischer-Z,spotify:track:3ia8RJtY7AT8zFZtKx0ATd,0.719,0.531,9,-13.852,0,0.0745,0.0253,0.0133,0.0481,0.86,166.984,audio_features,3ia8RJtY7AT8zFZtKx0ATd,spotify:track:3ia8RJtY7AT8zFZtKx0ATd,https://api.spotify.com/v1/tracks/3ia8RJtY7AT8zFZtKx0ATd,https://api.spotify.com/v1/audio-analysis/3ia8RJtY7AT8zFZtKx0ATd,225267,4
Who's Lovin' You - Single Version,The Jackson 5,spotify:track:5QK5tP5JH21oICPX7jMqOb,0.332,0.498,7,-6.741,1,0.0697,0.441,7.56e-06,0.0743,0.371,75.084,audio_features,5QK5tP5JH21oICPX7jMqOb,spotify:track:5QK5tP5JH21oICPX7jMqOb,https://api.spotify.com/v1/tracks/5QK5tP5JH21oICPX7jMqOb,https://api.spotify.com/v1/audio-analysis/5QK5tP5JH21oICPX7jMqOb,261560,3
Ooh What a Feeling,Johnny Nash,spotify:track:7DSL3UHvJwpDZukbJ5YVig,0.717,0.509,9,-12.979,1,0.0571,0.41,0.000365,0.153,0.875,117.162,audio_features,7DSL3UHvJwpDZukbJ5YVig,spotify:track:7DSL3UHvJwpDZukbJ5YVig,https://api.spotify.com/v1/tracks/7DSL3UHvJwpDZukbJ5YVig,https://api.spotify.com/v1/audio-analysis/7DSL3UHvJwpDZukbJ5YVig,172827,4
Waves,Joey Bada$$,spotify:track:1fb6b2Mas9q2mWxJazzeRI,0.591,0.892,8,-6.114,0,0.293,0.0944,0.0,0.113,0.712,89.849,audio_features,1fb6b2Mas9q2mWxJazzeRI,spotify:track:1fb6b2Mas9q2mWxJazzeRI,https://api.spotify.com/v1/tracks/1fb6b2Mas9q2mWxJazzeRI,https://api.spotify.com/v1/audio-analysis/1fb6b2Mas9q2mWxJazzeRI,213333,4
Sweater Weather,The Neighbourhood,spotify:track:7ri0ZoPz6w0T8h8UtSouEe,0.691,0.63,7,-5.36,0,0.0427,0.154,0.000173,0.0878,0.394,124.045,audio_features,7ri0ZoPz6w0T8h8UtSouEe,spotify:track:7ri0ZoPz6w0T8h8UtSouEe,https://api.spotify.com/v1/tracks/7ri0ZoPz6w0T8h8UtSouEe,https://api.spotify.com/v1/audio-analysis/7ri0ZoPz6w0T8h8UtSouEe,240063,4
Construção,Chico Buarque,spotify:track:1ECean5dVz7mYQ07mdVGKT,0.503,0.459,4,-11.077,0,0.0321,0.578,8.02e-05,0.151,0.556,126.679,audio_features,1ECean5dVz7mYQ07mdVGKT,spotify:track:1ECean5dVz7mYQ07mdVGKT,https://api.spotify.com/v1/tracks/1ECean5dVz7mYQ07mdVGKT,https://api.spotify.com/v1/audio-analysis/1ECean5dVz7mYQ07mdVGKT,383707,4
Sex,Saban Bajramovic,spotify:track:0gX5fW0Qra0Og71DeT33sd,0.768,0.735,0,-7.155,0,0.183,0.556,0.708,0.328,0.875,91.021,audio_features,0gX5fW0Qra0Og71DeT33sd,spotify:track:0gX5fW0Qra0Og71DeT33sd,https://api.spotify.com/v1/tracks/0gX5fW0Qra0Og71DeT33sd,https://api.spotify.com/v1/audio-analysis/0gX5fW0Qra0Og71DeT33sd,269653,4
I'm on My Way,Earl Hines,spotify:track:6qM4k3nwTsLZeMWvtdpEvY,0.57,0.613,10,-11.897,1,0.0924,0.677,1.64e-05,0.377,0.722,143.497,audio_features,6qM4k3nwTsLZeMWvtdpEvY,spotify:track:6qM4k3nwTsLZeMWvtdpEvY,https://api.spotify.com/v1/tracks/6qM4k3nwTsLZeMWvtdpEvY,https://api.spotify.com/v1/audio-analysis/6qM4k3nwTsLZeMWvtdpEvY,149893,4
Another Day in the Life of Mr Jones,The Limp Twins,spotify:track:2sTZXWoZzWyX6Hn7yG5jqK,0.636,0.934,0,-3.965,1,0.079,0.0295,0.00213,0.253,0.851,93.303,audio_features,2sTZXWoZzWyX6Hn7yG5jqK,spotify:track:2sTZXWoZzWyX6Hn7yG5jqK,https://api.spotify.com/v1/tracks/2sTZXWoZzWyX6Hn7yG5jqK,https://api.spotify.com/v1/audio-analysis/2sTZXWoZzWyX6Hn7yG5jqK,225187,4
Where Does the Time Go?,The Bamboos,spotify:track:5y4EWOmvk38CwmKRgEgF6T,0.731,0.732,8,-5.957,0,0.0649,0.0235,0.000126,0.142,0.744,103.986,audio_features,5y4EWOmvk38CwmKRgEgF6T,spotify:track:5y4EWOmvk38CwmKRgEgF6T,https://api.spotify.com/v1/tracks/5y4EWOmvk38CwmKRgEgF6T,https://api.spotify.com/v1/audio-analysis/5y4EWOmvk38CwmKRgEgF6T,218547,4
Headlock,Esser,spotify:track:5T5t6OmHKnO2pcL7dgr7a3,0.817,0.834,10,-6.389,0,0.098,0.00668,5.43e-06,0.162,0.743,122.03,audio_features,5T5t6OmHKnO2pcL7dgr7a3,spotify:track:5T5t6OmHKnO2pcL7dgr7a3,https://api.spotify.com/v1/tracks/5T5t6OmHKnO2pcL7dgr7a3,https://api.spotify.com/v1/audio-analysis/5T5t6OmHKnO2pcL7dgr7a3,189387,4
Jealous Guy,Hurray For The Riff Raff,spotify:track:2faT135hfs9Ro4YUlKIG8o,0.572,0.0832,2,-18.185,1,0.0368,0.904,0.0,0.112,0.335,136.655,audio_features,2faT135hfs9Ro4YUlKIG8o,spotify:track:2faT135hfs9Ro4YUlKIG8o,https://api.spotify.com/v1/tracks/2faT135hfs9Ro4YUlKIG8o,https://api.spotify.com/v1/audio-analysis/2faT135hfs9Ro4YUlKIG8o,207493,4
Don't Upset The Rhythm (Go Baby Go),Noisettes,spotify:track:6Pfp47eUtnj2D1LMMtmDne,0.691,0.876,6,-3.953,1,0.0378,0.013,0.00483,0.0655,0.658,120.272,audio_features,6Pfp47eUtnj2D1LMMtmDne,spotify:track:6Pfp47eUtnj2D1LMMtmDne,https://api.spotify.com/v1/tracks/6Pfp47eUtnj2D1LMMtmDne,https://api.spotify.com/v1/audio-analysis/6Pfp47eUtnj2D1LMMtmDne,228787,4
I.O.U.,Fol Chen,spotify:track:37JnNDuCXpi9NgMrdEaIvj,0.636,0.538,9,-9.594,1,0.0538,0.066,0.0344,0.189,0.528,182.01,audio_features,37JnNDuCXpi9NgMrdEaIvj,spotify:track:37JnNDuCXpi9NgMrdEaIvj,https://api.spotify.com/v1/tracks/37JnNDuCXpi9NgMrdEaIvj,https://api.spotify.com/v1/audio-analysis/37JnNDuCXpi9NgMrdEaIvj,189000,5
Paradise,Wild Nothing,spotify:track:1uptgQU8Vi6OZbfVbkpHNl,0.567,0.822,8,-8.22,0,0.0396,0.00482,0.834,0.131,0.286,124.27,audio_features,1uptgQU8Vi6OZbfVbkpHNl,spotify:track:1uptgQU8Vi6OZbfVbkpHNl,https://api.spotify.com/v1/tracks/1uptgQU8Vi6OZbfVbkpHNl,https://api.spotify.com/v1/audio-analysis/1uptgQU8Vi6OZbfVbkpHNl,330920,4
Taxi Cab,Vampire Weekend,spotify:track:1bkfNYTlzatI8loSL0TXlg,0.694,0.364,2,-15.761,1,0.0668,0.295,0.493,0.0796,0.69,167.941,audio_features,1bkfNYTlzatI8loSL0TXlg,spotify:track:1bkfNYTlzatI8loSL0TXlg,https://api.spotify.com/v1/tracks/1bkfNYTlzatI8loSL0TXlg,https://api.spotify.com/v1/audio-analysis/1bkfNYTlzatI8loSL0TXlg,235733,4
Mama Told Me (Not To Come) - Single Version,Three Dog Night,spotify:track:16Mx4T5A6dUNqujPySQknh,0.664,0.666,1,-13.873,1,0.0501,0.363,0.017,0.195,0.8,119.973,audio_features,16Mx4T5A6dUNqujPySQknh,spotify:track:16Mx4T5A6dUNqujPySQknh,https://api.spotify.com/v1/tracks/16Mx4T5A6dUNqujPySQknh,https://api.spotify.com/v1/audio-analysis/16Mx4T5A6dUNqujPySQknh,198933,4
"4th of July, Asbury Park (Sandy)",Bruce Springsteen,spotify:track:4ssCwrG2WRHV7QxLH91Xk8,0.487,0.573,0,-10.242,1,0.0374,0.23,4.45e-06,0.398,0.496,102.577,audio_features,4ssCwrG2WRHV7QxLH91Xk8,spotify:track:4ssCwrG2WRHV7QxLH91Xk8,https://api.spotify.com/v1/tracks/4ssCwrG2WRHV7QxLH91Xk8,https://api.spotify.com/v1/audio-analysis/4ssCwrG2WRHV7QxLH91Xk8,334547,4
The Child,Alex Gopher,spotify:track:43sGFmqBOGGUmCu51nEU6K,0.865,0.865,1,-5.737,1,0.0461,0.0723,0.0165,0.109,0.705,107.89,audio_features,43sGFmqBOGGUmCu51nEU6K,spotify:track:43sGFmqBOGGUmCu51nEU6K,https://api.spotify.com/v1/tracks/43sGFmqBOGGUmCu51nEU6K,https://api.spotify.com/v1/audio-analysis/43sGFmqBOGGUmCu51nEU6K,274640,4
Mercy - Acoustic Session,Duffy,spotify:track:1QEN1w0c5kgw9ncguLdA7X,0.82,0.337,0,-7.618,1,0.0985,0.142,2.8e-06,0.117,0.556,122.684,audio_features,1QEN1w0c5kgw9ncguLdA7X,spotify:track:1QEN1w0c5kgw9ncguLdA7X,https://api.spotify.com/v1/tracks/1QEN1w0c5kgw9ncguLdA7X,https://api.spotify.com/v1/audio-analysis/1QEN1w0c5kgw9ncguLdA7X,213819,4
Walking On A Dream,Empire of the Sun,spotify:track:0SbMdEc3vUpYyG7Od1Outj,0.866,0.692,5,-5.785,0,0.0458,0.246,4.85e-06,0.0878,0.737,126.955,audio_features,0SbMdEc3vUpYyG7Od1Outj,spotify:track:0SbMdEc3vUpYyG7Od1Outj,https://api.spotify.com/v1/tracks/0SbMdEc3vUpYyG7Od1Outj,https://api.spotify.com/v1/audio-analysis/0SbMdEc3vUpYyG7Od1Outj,196347,4
Home,LCD Soundsystem,spotify:track:5gmv3BgePSYiHnPJgY7oTJ,0.752,0.844,9,-8.705,1,0.0398,0.0462,0.131,0.0782,0.78,124.013,audio_features,5gmv3BgePSYiHnPJgY7oTJ,spotify:track:5gmv3BgePSYiHnPJgY7oTJ,https://api.spotify.com/v1/tracks/5gmv3BgePSYiHnPJgY7oTJ,https://api.spotify.com/v1/audio-analysis/5gmv3BgePSYiHnPJgY7oTJ,473333,4
Learn It All Again Tomorrow,Ben Harper,spotify:track:4bACC1oa0l2YbesTF7KrTj,0.692,0.424,1,-9.979,1,0.0387,0.289,2.75e-05,0.108,0.445,145.997,audio_features,4bACC1oa0l2YbesTF7KrTj,spotify:track:4bACC1oa0l2YbesTF7KrTj,https://api.spotify.com/v1/tracks/4bACC1oa0l2YbesTF7KrTj,https://api.spotify.com/v1/audio-analysis/4bACC1oa0l2YbesTF7KrTj,181853,4
Shine Your Little Light,Sam Page,spotify:track:2tbSEn9sZFTc6gTqLuxrt1,0.393,0.939,7,-5.235,1,0.0527,0.00544,0.0,0.305,0.579,142.102,audio_features,2tbSEn9sZFTc6gTqLuxrt1,spotify:track:2tbSEn9sZFTc6gTqLuxrt1,https://api.spotify.com/v1/tracks/2tbSEn9sZFTc6gTqLuxrt1,https://api.spotify.com/v1/audio-analysis/2tbSEn9sZFTc6gTqLuxrt1,181041,4
To All of You,Syd Matters,spotify:track:4Y9TDwvffDYIEx0zPaHiWj,0.309,0.528,1,-11.748,0,0.0345,0.29,0.104,0.102,0.114,104.537,audio_features,4Y9TDwvffDYIEx0zPaHiWj,spotify:track:4Y9TDwvffDYIEx0zPaHiWj,https://api.spotify.com/v1/tracks/4Y9TDwvffDYIEx0zPaHiWj,https://api.spotify.com/v1/audio-analysis/4Y9TDwvffDYIEx0zPaHiWj,283320,4
The Distance,CAKE,spotify:track:0xMEF2WiqKWTIG7Krjungw,0.463,0.749,11,-8.118,0,0.0894,0.00795,0.00221,0.0558,0.888,183.054,audio_features,0xMEF2WiqKWTIG7Krjungw,spotify:track:0xMEF2WiqKWTIG7Krjungw,https://api.spotify.com/v1/tracks/0xMEF2WiqKWTIG7Krjungw,https://api.spotify.com/v1/audio-analysis/0xMEF2WiqKWTIG7Krjungw,179653,4
Make You Crazy,Brett Dennen,spotify:track:1JHnA59bnGZOMVt8HgzgWF,0.656,0.876,5,-3.643,1,0.0493,0.0133,0.0,0.0925,0.969,82.914,audio_features,1JHnA59bnGZOMVt8HgzgWF,spotify:track:1JHnA59bnGZOMVt8HgzgWF,https://api.spotify.com/v1/tracks/1JHnA59bnGZOMVt8HgzgWF,https://api.spotify.com/v1/audio-analysis/1JHnA59bnGZOMVt8HgzgWF,215693,4
Love Again for the First Time (Acoustic Bonus Track),Julian Velard,spotify:track:7EuKXJsFBOmfzQKBOpX8KT,0.586,0.417,6,-6.883,1,0.0264,0.829,0.000292,0.149,0.389,150.059,audio_features,7EuKXJsFBOmfzQKBOpX8KT,spotify:track:7EuKXJsFBOmfzQKBOpX8KT,https://api.spotify.com/v1/tracks/7EuKXJsFBOmfzQKBOpX8KT,https://api.spotify.com/v1/audio-analysis/7EuKXJsFBOmfzQKBOpX8KT,216300,4
Stuck In The Middle With You,Stealers Wheel,spotify:track:6pKim2er3Kk8zHdinRymkv,0.742,0.529,7,-11.921,1,0.0383,0.0549,0.000376,0.125,0.962,124.361,audio_features,6pKim2er3Kk8zHdinRymkv,spotify:track:6pKim2er3Kk8zHdinRymkv,https://api.spotify.com/v1/tracks/6pKim2er3Kk8zHdinRymkv,https://api.spotify.com/v1/audio-analysis/6pKim2er3Kk8zHdinRymkv,203147,4
Dirty Sexy,Rusko,spotify:track:66YlQnuqDGTnWY8R0r6sEb,0.565,0.857,8,-5.01,1,0.0816,0.00229,1.16e-06,0.787,0.306,146.176,audio_features,66YlQnuqDGTnWY8R0r6sEb,spotify:track:66YlQnuqDGTnWY8R0r6sEb,https://api.spotify.com/v1/tracks/66YlQnuqDGTnWY8R0r6sEb,https://api.spotify.com/v1/audio-analysis/66YlQnuqDGTnWY8R0r6sEb,164467,4
River Rat Jimmy,Kelly Joe Phelps,spotify:track:74xCyepYfLqzBC6MJ2uX3D,0.435,0.187,0,-16.349,0,0.0378,0.897,0.00112,0.129,0.629,110.121,audio_features,74xCyepYfLqzBC6MJ2uX3D,spotify:track:74xCyepYfLqzBC6MJ2uX3D,https://api.spotify.com/v1/tracks/74xCyepYfLqzBC6MJ2uX3D,https://api.spotify.com/v1/audio-analysis/74xCyepYfLqzBC6MJ2uX3D,212507,4
Summersong,The Decemberists,spotify:track:3F099CjG5p0nUrzNjbZzFs,0.329,0.558,1,-7.324,0,0.0284,0.0312,8.76e-05,0.312,0.275,152.036,audio_features,3F099CjG5p0nUrzNjbZzFs,spotify:track:3F099CjG5p0nUrzNjbZzFs,https://api.spotify.com/v1/tracks/3F099CjG5p0nUrzNjbZzFs,https://api.spotify.com/v1/audio-analysis/3F099CjG5p0nUrzNjbZzFs,211400,4
"Slow, Slow (Run Run)",Ayọ,spotify:track:47vvX9fkTPe3mFy1Lfi3cW,0.636,0.606,7,-7.201,0,0.112,0.629,0.000102,0.295,0.905,171.976,audio_features,47vvX9fkTPe3mFy1Lfi3cW,spotify:track:47vvX9fkTPe3mFy1Lfi3cW,https://api.spotify.com/v1/tracks/47vvX9fkTPe3mFy1Lfi3cW,https://api.spotify.com/v1/audio-analysis/47vvX9fkTPe3mFy1Lfi3cW,209253,4
Miracle Mile,Cold War Kids,spotify:track:0gmWvxMMvvC8n0ySilwzUc,0.356,0.866,2,-3.144,1,0.0728,0.00691,0.568,0.323,0.302,142.856,audio_features,0gmWvxMMvvC8n0ySilwzUc,spotify:track:0gmWvxMMvvC8n0ySilwzUc,https://api.spotify.com/v1/tracks/0gmWvxMMvvC8n0ySilwzUc,https://api.spotify.com/v1/audio-analysis/0gmWvxMMvvC8n0ySilwzUc,180133,4
Secret Place,Hospital,spotify:track:7nW4oiYo5qvitY641f1WcQ,0.684,0.83,7,-3.807,1,0.0312,0.00378,0.000124,0.311,0.835,107.925,audio_features,7nW4oiYo5qvitY641f1WcQ,spotify:track:7nW4oiYo5qvitY641f1WcQ,https://api.spotify.com/v1/tracks/7nW4oiYo5qvitY641f1WcQ,https://api.spotify.com/v1/audio-analysis/7nW4oiYo5qvitY641f1WcQ,268418,4
Steam,Deep Sea Arcade,spotify:track:50CAKnVY3aomzh2oZx56Q6,0.555,0.823,7,-3.791,1,0.03,0.000805,0.00572,0.329,0.782,119.003,audio_features,50CAKnVY3aomzh2oZx56Q6,spotify:track:50CAKnVY3aomzh2oZx56Q6,https://api.spotify.com/v1/tracks/50CAKnVY3aomzh2oZx56Q6,https://api.spotify.com/v1/audio-analysis/50CAKnVY3aomzh2oZx56Q6,167686,4
Dontcha,The Internet,spotify:track:220qvhBvhFK8CgESBXPC7x,0.845,0.466,8,-8.727,0,0.063,0.0266,0.0195,0.141,0.608,115.306,audio_features,220qvhBvhFK8CgESBXPC7x,spotify:track:220qvhBvhFK8CgESBXPC7x,https://api.spotify.com/v1/tracks/220qvhBvhFK8CgESBXPC7x,https://api.spotify.com/v1/audio-analysis/220qvhBvhFK8CgESBXPC7x,202093,4
Ride,Hipster Rogers,spotify:track:4729BALCytWxUYSvCNPo3Z,0.825,0.475,1,-9.208,0,0.0439,0.391,0.00424,0.0829,0.57,84.003,audio_features,4729BALCytWxUYSvCNPo3Z,spotify:track:4729BALCytWxUYSvCNPo3Z,https://api.spotify.com/v1/tracks/4729BALCytWxUYSvCNPo3Z,https://api.spotify.com/v1/audio-analysis/4729BALCytWxUYSvCNPo3Z,277143,4
Healing Hands,Citizen Cope,spotify:track:1HvLjpnvK9m47jURV1rTkI,0.747,0.837,2,-6.532,0,0.0507,0.105,1.49e-05,0.044,0.714,148.123,audio_features,1HvLjpnvK9m47jURV1rTkI,spotify:track:1HvLjpnvK9m47jURV1rTkI,https://api.spotify.com/v1/tracks/1HvLjpnvK9m47jURV1rTkI,https://api.spotify.com/v1/audio-analysis/1HvLjpnvK9m47jURV1rTkI,328680,4
Cheek to Cheek,Lowell George,spotify:track:2X1FqoDAFihHXurcwRNwBJ,0.413,0.518,7,-7.949,1,0.0328,0.619,0.0,0.246,0.506,147.795,audio_features,2X1FqoDAFihHXurcwRNwBJ,spotify:track:2X1FqoDAFihHXurcwRNwBJ,https://api.spotify.com/v1/tracks/2X1FqoDAFihHXurcwRNwBJ,https://api.spotify.com/v1/audio-analysis/2X1FqoDAFihHXurcwRNwBJ,142507,4
Heaven,Ebo Taylor,spotify:track:2ofeqazPfEAW1rzlZSUOLD,0.655,0.771,9,-7.321,0,0.0517,0.124,0.509,0.0811,0.398,99.567,audio_features,2ofeqazPfEAW1rzlZSUOLD,spotify:track:2ofeqazPfEAW1rzlZSUOLD,https://api.spotify.com/v1/tracks/2ofeqazPfEAW1rzlZSUOLD,https://api.spotify.com/v1/audio-analysis/2ofeqazPfEAW1rzlZSUOLD,365693,4
Ready To Blow,Baskerville,spotify:track:3ByQxJdZ9f2FIR8dWIjtyr,0.734,0.699,9,-5.517,0,0.106,0.0174,0.0,0.281,0.94,129.993,audio_features,3ByQxJdZ9f2FIR8dWIjtyr,spotify:track:3ByQxJdZ9f2FIR8dWIjtyr,https://api.spotify.com/v1/tracks/3ByQxJdZ9f2FIR8dWIjtyr,https://api.spotify.com/v1/audio-analysis/3ByQxJdZ9f2FIR8dWIjtyr,182324,4
As Tears Go By,Esther Phillips,spotify:track:3dj4kKwyWxfEoLl0ePGJgs,0.529,0.425,0,-12.7,1,0.0293,0.819,0.0923,0.358,0.639,93.865,audio_features,3dj4kKwyWxfEoLl0ePGJgs,spotify:track:3dj4kKwyWxfEoLl0ePGJgs,https://api.spotify.com/v1/tracks/3dj4kKwyWxfEoLl0ePGJgs,https://api.spotify.com/v1/audio-analysis/3dj4kKwyWxfEoLl0ePGJgs,163133,4
Bukom Mashie,Oscar Sulley,spotify:track:6ttMfIK0O3tN7nn4hA7hHr,0.648,0.793,9,-6.38,0,0.0424,0.0602,0.017,0.118,0.44,131.012,audio_features,6ttMfIK0O3tN7nn4hA7hHr,spotify:track:6ttMfIK0O3tN7nn4hA7hHr,https://api.spotify.com/v1/tracks/6ttMfIK0O3tN7nn4hA7hHr,https://api.spotify.com/v1/audio-analysis/6ttMfIK0O3tN7nn4hA7hHr,307897,4
We're Going To Be Friends,The White Stripes,spotify:track:50rC54ke9Nj4cpayBNQq0x,0.519,0.46,7,-5.416,1,0.0275,0.668,0.0,0.0793,0.423,97.111,audio_features,50rC54ke9Nj4cpayBNQq0x,spotify:track:50rC54ke9Nj4cpayBNQq0x,https://api.spotify.com/v1/tracks/50rC54ke9Nj4cpayBNQq0x,https://api.spotify.com/v1/audio-analysis/50rC54ke9Nj4cpayBNQq0x,142227,4
Fat City Strut,Mandrill,spotify:track:0jf4HB7pcMnbxNJWC9PuRB,0.415,0.864,7,-6.509,0,0.159,0.613,0.00659,0.302,0.8,192.297,audio_features,0jf4HB7pcMnbxNJWC9PuRB,spotify:track:0jf4HB7pcMnbxNJWC9PuRB,https://api.spotify.com/v1/tracks/0jf4HB7pcMnbxNJWC9PuRB,https://api.spotify.com/v1/audio-analysis/0jf4HB7pcMnbxNJWC9PuRB,199360,4
Wonderful Night,Fatboy Slim,spotify:track:51NGT4JCB4uij64KSxYjYd,0.724,0.87,9,-5.306,1,0.0502,0.211,0.0,0.351,0.971,159.962,audio_features,51NGT4JCB4uij64KSxYjYd,spotify:track:51NGT4JCB4uij64KSxYjYd,https://api.spotify.com/v1/tracks/51NGT4JCB4uij64KSxYjYd,https://api.spotify.com/v1/audio-analysis/51NGT4JCB4uij64KSxYjYd,162773,4
Jack-Ass,Beck,spotify:track:3OLiOIiLpeLtXPAoT1VgUM,0.714,0.555,2,-6.664,1,0.0287,0.163,0.0,0.0942,0.831,106.516,audio_features,3OLiOIiLpeLtXPAoT1VgUM,spotify:track:3OLiOIiLpeLtXPAoT1VgUM,https://api.spotify.com/v1/tracks/3OLiOIiLpeLtXPAoT1VgUM,https://api.spotify.com/v1/audio-analysis/3OLiOIiLpeLtXPAoT1VgUM,252280,4
Mantra - Original Mix,boerd,spotify:track:2qRECyF5g4N92fNC1qF66d,0.682,0.605,6,-11.275,0,0.0679,0.691,0.906,0.508,0.334,97.995,audio_features,2qRECyF5g4N92fNC1qF66d,spotify:track:2qRECyF5g4N92fNC1qF66d,https://api.spotify.com/v1/tracks/2qRECyF5g4N92fNC1qF66d,https://api.spotify.com/v1/audio-analysis/2qRECyF5g4N92fNC1qF66d,306000,4
Silver Coin,Angus & Julia Stone,spotify:track:0TRBRwuJuTgkRSiBsgD5Rh,0.494,0.489,5,-11.015,0,0.0302,0.139,0.238,0.0701,0.306,78.892,audio_features,0TRBRwuJuTgkRSiBsgD5Rh,spotify:track:0TRBRwuJuTgkRSiBsgD5Rh,https://api.spotify.com/v1/tracks/0TRBRwuJuTgkRSiBsgD5Rh,https://api.spotify.com/v1/audio-analysis/0TRBRwuJuTgkRSiBsgD5Rh,295800,4
What a Bad Day,Little Freaky Things,spotify:track:3gQX7GjKgynsRwSltgVVSi,0.769,0.838,2,-3.75,1,0.041,0.0895,3.5e-06,0.097,0.541,109.952,audio_features,3gQX7GjKgynsRwSltgVVSi,spotify:track:3gQX7GjKgynsRwSltgVVSi,https://api.spotify.com/v1/tracks/3gQX7GjKgynsRwSltgVVSi,https://api.spotify.com/v1/audio-analysis/3gQX7GjKgynsRwSltgVVSi,200000,4
Wires,Owiny Sigoma Band,spotify:track:6Im3dfDKQ0r5LwxFu7t4po,0.761,0.624,7,-11.263,0,0.0426,0.0424,0.36,0.223,0.761,129.216,audio_features,6Im3dfDKQ0r5LwxFu7t4po,spotify:track:6Im3dfDKQ0r5LwxFu7t4po,https://api.spotify.com/v1/tracks/6Im3dfDKQ0r5LwxFu7t4po,https://api.spotify.com/v1/audio-analysis/6Im3dfDKQ0r5LwxFu7t4po,273853,4
W8WTF - Chaos in the CBD Remix,Zebra Katz,spotify:track:0JX3aVEiQt92fS0bB9svQb,0.847,0.787,11,-6.753,0,0.063,0.0469,0.193,0.107,0.679,126.991,audio_features,0JX3aVEiQt92fS0bB9svQb,spotify:track:0JX3aVEiQt92fS0bB9svQb,https://api.spotify.com/v1/tracks/0JX3aVEiQt92fS0bB9svQb,https://api.spotify.com/v1/audio-analysis/0JX3aVEiQt92fS0bB9svQb,309400,4
jasmine - Demo,Jai Paul,spotify:track:59tpgfXjTc3QR7mWJj8Wln,0.576,0.291,10,-9.919,0,0.108,0.773,0.908,0.205,0.201,89.529,audio_features,59tpgfXjTc3QR7mWJj8Wln,spotify:track:59tpgfXjTc3QR7mWJj8Wln,https://api.spotify.com/v1/tracks/59tpgfXjTc3QR7mWJj8Wln,https://api.spotify.com/v1/audio-analysis/59tpgfXjTc3QR7mWJj8Wln,253612,4
I Got You Babe,Etta James,spotify:track:62fWWjn3W1f920NNWBH9V1,0.634,0.79,6,-5.938,0,0.23,0.343,0.0164,0.289,0.851,99.146,audio_features,62fWWjn3W1f920NNWBH9V1,spotify:track:62fWWjn3W1f920NNWBH9V1,https://api.spotify.com/v1/tracks/62fWWjn3W1f920NNWBH9V1,https://api.spotify.com/v1/audio-analysis/62fWWjn3W1f920NNWBH9V1,148773,4
Miss Otis Regrets - Original,Josh White,spotify:track:2nuSHBgVgv41cbzs8K2oNH,0.478,0.128,8,-9.118,1,0.112,0.921,0.0196,0.116,0.34,200.991,audio_features,2nuSHBgVgv41cbzs8K2oNH,spotify:track:2nuSHBgVgv41cbzs8K2oNH,https://api.spotify.com/v1/tracks/2nuSHBgVgv41cbzs8K2oNH,https://api.spotify.com/v1/audio-analysis/2nuSHBgVgv41cbzs8K2oNH,185867,4
Cartoons and Forever Plans,Maria Taylor,spotify:track:7GOKNdftNDsR5w8HNIHxer,0.532,0.831,8,-6.917,1,0.0316,0.0318,0.000146,0.0734,0.897,160.028,audio_features,7GOKNdftNDsR5w8HNIHxer,spotify:track:7GOKNdftNDsR5w8HNIHxer,https://api.spotify.com/v1/tracks/7GOKNdftNDsR5w8HNIHxer,https://api.spotify.com/v1/audio-analysis/7GOKNdftNDsR5w8HNIHxer,174227,4
Stay Human,Michael Franti,spotify:track:6YSpckh6GBY84sOjjsXFBT,0.554,0.662,3,-9.139,0,0.326,0.609,0.0,0.117,0.711,159.176,audio_features,6YSpckh6GBY84sOjjsXFBT,spotify:track:6YSpckh6GBY84sOjjsXFBT,https://api.spotify.com/v1/tracks/6YSpckh6GBY84sOjjsXFBT,https://api.spotify.com/v1/audio-analysis/6YSpckh6GBY84sOjjsXFBT,283213,4
Cavalry,Watchhouse,spotify:track:26JL2BIDHH0Sy5VAOBYRWW,0.48,0.273,2,-11.045,1,0.0318,0.911,0.000128,0.0911,0.439,124.579,audio_features,26JL2BIDHH0Sy5VAOBYRWW,spotify:track:26JL2BIDHH0Sy5VAOBYRWW,https://api.spotify.com/v1/tracks/26JL2BIDHH0Sy5VAOBYRWW,https://api.spotify.com/v1/audio-analysis/26JL2BIDHH0Sy5VAOBYRWW,196493,4
Whiskey Legs,Tedeschi Trucks Band,spotify:track:2khBXJOiCvpuEIu3xs4n7P,0.548,0.76,4,-8.578,1,0.0533,0.0958,0.0102,0.325,0.664,98.92,audio_features,2khBXJOiCvpuEIu3xs4n7P,spotify:track:2khBXJOiCvpuEIu3xs4n7P,https://api.spotify.com/v1/tracks/2khBXJOiCvpuEIu3xs4n7P,https://api.spotify.com/v1/audio-analysis/2khBXJOiCvpuEIu3xs4n7P,243960,4
